Time,Intensity131,Intensity142,IntensityHOE2,Intensitystandardmix,IntensityTetra
22.28333,183,24,-24,-293,3746
22.29167,174,23,-24,-293,3774
22.3,167,23,-24,-292,3759
22.30833,160,22,-26,-291,3704
22.31667,153,21,-27,-291,3612
22.325,147,20,-27,-290,3493
22.33333,140,19,-27,-287,3352
22.34167,134,19,-26,-285,3194
22.35,129,18,-25,-282,3023
22.35833,124,17,-26,-279,2845
22.36667,120,16,-27,-275,2663
22.375,116,15,-27,-272,2483
22.38333,112,14,-26,-269,2305
22.39167,111,14,-26,-265,2133
22.4,110,13,-27,-260,1969
22.40833,110,12,-27,-253,1816
22.41667,110,10,-27,-245,1674
22.425,112,10,-24,-237,1542
22.43333,114,8,-23,-230,1419
22.44167,115,8,-24,-224,1306
22.45,117,8,-24,-219,1203
22.45833,118,7,-25,-214,1109
22.46667,119,5,-26,-210,1025
22.475,120,4,-26,-207,949
22.48333,121,5,-24,-204,880
22.49167,122,5,-24,-203,817
22.5,121,5,-25,-202,761
22.50833,120,4,-26,-201,710
22.51667,120,3,-25,-203,664
22.525,119,2,-26,-206,623
22.53333,120,1,-26,-208,586
22.54167,121,-2,-25,-212,551
22.55,123,-2,-25,-216,519
22.55833,125,-2,-24,-218,489
22.56667,128,-1,-23,-222,461
22.575,130,0,-22,-226,435
22.58333,133,-1,-21,-229,412
22.59167,137,-2,-22,-232,391
22.6,140,-3,-23,-235,371
22.60833,143,-4,-22,-238,351
22.61667,146,-4,-22,-241,331
22.625,149,-3,-22,-245,313
22.63333,152,-3,-22,-248,296
22.64167,156,-3,-23,-251,279
22.65,161,-3,-24,-253,264
22.65833,165,-4,-24,-256,252
22.66667,171,-4,-24,-258,241
22.675,177,-5,-24,-260,233
22.68333,184,-5,-25,-263,228
22.69167,191,-6,-26,-266,226
22.7,197,-6,-26,-268,229
22.70833,203,-6,-27,-270,236
22.71667,208,-6,-27,-271,249
22.725,209,-6,-26,-272,269
22.73333,209,-6,-25,-274,297
22.74167,210,-6,-25,-275,331
22.75,209,-6,-25,-277,372
22.75833,206,-6,-25,-279,422
22.76667,202,-7,-25,-280,482
22.775,197,-7,-25,-280,552
22.78333,192,-7,-25,-282,632
22.79167,186,-7,-26,-283,721
22.8,179,-7,-27,-284,821
22.80833,170,-7,-26,-284,932
22.81667,162,-6,-25,-285,1053
22.825,156,-6,-26,-286,1184
22.83333,150,-7,-26,-287,1325
22.84167,147,-7,-27,-289,1476
22.85,144,-7,-27,-290,1638
22.85833,143,-8,-26,-292,1811
22.86667,143,-9,-26,-293,1994
22.875,144,-10,-26,-293,2186
22.88333,145,-9,-26,-292,2385
22.89167,147,-9,-26,-291,2589
22.9,151,-9,-24,-291,2791
22.90833,156,-10,-24,-292,2984
22.91667,163,-11,-25,-293,3165
22.925,170,-12,-26,-293,3327
22.93333,176,-12,-27,-292,3464
22.94167,183,-11,-26,-291,3571
22.95,190,-11,-26,-290,3643
22.95833,195,-11,-27,-290,3679
22.96667,200,-12,-27,-290,3674
22.975,204,-11,-26,-289,3629
22.98333,207,-12,-25,-289,3548
22.99167,209,-11,-25,-288,3436
23,212,-10,-26,-289,3299
23.00833,214,-10,-25,-290,3142
23.01667,216,-11,-24,-292,2973
23.025,218,-11,-24,-293,2799
23.03333,221,-12,-25,-293,2625
23.04167,224,-13,-25,-292,2454
23.05,227,-12,-25,-292,2290
23.05833,231,-12,-25,-292,2138
23.06667,234,-12,-25,-292,1999
23.075,238,-13,-24,-293,1873
23.08333,245,-13,-24,-294,1760
23.09167,252,-13,-24,-295,1659
23.1,260,-14,-24,-295,1567
23.10833,268,-15,-23,-295,1482
23.11667,276,-15,-24,-295,1403
23.125,285,-14,-24,-296,1329
23.13333,294,-14,-24,-297,1260
23.14167,303,-14,-24,-297,1195
23.15,313,-13,-24,-296,1130
23.15833,323,-12,-25,-295,1069
23.16667,332,-11,-25,-296,1009
23.175,341,-9,-25,-297,950
23.18333,349,-9,-26,-296,894
23.19167,357,-9,-27,-296,840
23.2,362,-10,-27,-296,788
23.20833,367,-10,-27,-296,738
23.21667,372,-10,-26,-296,691
23.225,377,-10,-26,-295,647
23.23333,381,-11,-26,-295,607
23.24167,385,-11,-25,-296,570
23.25,390,-11,-26,-297,536
23.25833,397,-11,-26,-298,505
23.26667,403,-11,-26,-298,479
23.275,411,-12,-26,-298,456
23.28333,419,-12,-26,-298,437
23.29167,429,-12,-26,-298,423
23.3,439,-12,-27,-298,415
23.30833,448,-11,-28,-298,413
23.31667,458,-10,-27,-298,418
23.325,467,-10,-26,-299,432
23.33333,476,-10,-26,-298,458
23.34167,484,-10,-25,-297,497
23.35,491,-10,-25,-297,553
23.35833,496,-11,-26,-297,630
23.36667,500,-12,-27,-297,731
23.375,501,-12,-27,-297,863
23.38333,502,-13,-27,-298,1030
23.39167,502,-12,-27,-299,1236
23.4,500,-12,-26,-300,1492
23.40833,497,-12,-26,-301,1807
23.41667,493,-11,-27,-300,2187
23.425,489,-11,-27,-300,2637
23.43333,484,-9,-27,-299,3162
23.44167,480,-7,-25,-298,3763
23.45,475,-6,-25,-298,4440
23.45833,471,-6,-25,-299,5187
23.46667,466,-6,-26,-300,5994
23.475,462,-6,-26,-300,6845
23.48333,459,-5,-26,-299,7719
23.49167,458,-6,-26,-299,8588
23.5,457,-6,-27,-299,9425
23.50833,457,-6,-27,-299,10198
23.51667,458,-6,-26,-298,10875
23.525,458,-8,-26,-296,11431
23.53333,459,-8,-25,-296,11844
23.54167,460,-8,-25,-297,12099
23.55,462,-8,-25,-297,12189
23.55833,463,-8,-25,-294,12118
23.56667,464,-8,-25,-290,11897
23.575,463,-7,-25,-285,11545
23.58333,462,-7,-25,-278,11083
23.59167,460,-7,-25,-269,10537
23.6,459,-6,-26,-256,9936
23.60833,458,-6,-26,-236,9305
23.61667,457,-6,-26,-208,8666
23.625,456,-5,-27,-170,8037
23.63333,456,-4,-26,-121,7433
23.64167,455,-3,-26,-58,6862
23.65,455,-3,-25,23,6328
23.65833,456,-3,-24,124,5834
23.66667,457,-3,-25,249,5380
23.675,460,-3,-25,399,4964
23.68333,464,-2,-25,578,4583
23.69167,469,-2,-26,783,4233
23.7,476,-1,-26,1014,3912
23.70833,485,0,-26,1269,3620
23.71667,495,1,-26,1544,3351
23.725,506,0,-26,1830,3102
23.73333,517,-1,-27,2118,2872
23.74167,529,0,-26,2395,2660
23.75,543,1,-26,2653,2463
23.75833,555,2,-26,2881,2281
23.76667,568,2,-26,3070,2112
23.775,582,2,-26,3211,1958
23.78333,596,4,-26,3299,1820
23.79167,609,6,-27,3332,1697
23.8,621,7,-27,3312,1586
23.80833,632,8,-27,3244,1486
23.81667,641,8,-27,3135,1400
23.825,648,8,-27,2995,1326
23.83333,653,8,-27,2832,1265
23.84167,659,9,-28,2656,1218
23.85,663,9,-27,2475,1186
23.85833,665,7,-27,2296,1173
23.86667,666,7,-26,2124,1180
23.875,666,8,-27,1964,1206
23.88333,662,7,-27,1817,1256
23.89167,657,7,-26,1683,1333
23.9,651,6,-25,1561,1439
23.90833,644,6,-25,1450,1580
23.91667,635,6,-25,1348,1762
23.925,625,6,-24,1253,1988
23.93333,616,7,-24,1164,2262
23.94167,606,8,-25,1077,2589
23.95,598,9,-26,991,2972
23.95833,591,11,-27,905,3418
23.96667,584,13,-28,821,3928
23.975,579,16,-27,738,4508
23.98333,575,17,-26,656,5163
23.99167,571,17,-26,577,5895
24,571,19,-25,502,6708
24.00833,573,21,-25,432,7605
24.01667,576,22,-25,367,8586
24.025,580,24,-26,306,9649
24.03333,585,26,-26,251,10786
24.04167,590,29,-26,201,11986
24.05,595,32,-27,154,13232
24.05833,599,36,-26,111,14503
24.06667,604,38,-26,72,15774
24.075,607,41,-25,37,17015
24.08333,607,45,-23,3,18193
24.09167,606,48,-23,-28,19278
24.1,605,51,-23,-56,20239
24.10833,602,53,-23,-80,21047
24.11667,598,54,-23,-101,21680
24.125,594,56,-23,-120,22119
24.13333,590,58,-23,-138,22353
24.14167,587,59,-24,-154,22381
24.15,583,59,-24,-169,22206
24.15833,578,58,-24,-182,21838
24.16667,574,56,-23,-193,21295
24.175,571,54,-22,-203,20600
24.18333,569,52,-22,-212,19777
24.19167,567,50,-24,-220,18855
24.2,566,49,-24,-226,17864
24.20833,566,47,-25,-232,16829
24.21667,569,45,-26,-237,15776
24.225,574,43,-26,-241,14727
24.23333,580,41,-24,-245,13699
24.24167,586,41,-24,-248,12710
24.25,591,42,-24,-252,11770
24.25833,597,41,-24,-255,10885
24.26667,602,40,-24,-257,10058
24.275,606,38,-23,-258,9291
24.28333,610,37,-24,-259,8580
24.29167,613,35,-25,-262,7925
24.3,616,36,-24,-264,7323
24.30833,617,37,-23,-264,6771
24.31667,618,37,-22,-263,6261
24.325,617,37,-21,-263,5791
24.33333,616,38,-21,-263,5357
24.34167,614,39,-21,-263,4956
24.35,610,41,-21,-262,4585
24.35833,605,43,-21,-261,4238
24.36667,601,44,-21,-260,3916
24.375,595,45,-22,-259,3618
24.38333,589,46,-22,-258,3339
24.39167,584,47,-20,-258,3079
24.4,580,48,-20,-257,2834
24.40833,575,49,-20,-256,2604
24.41667,571,50,-20,-256,2389
24.425,567,50,-20,-256,2188
24.43333,564,51,-19,-255,1999
24.44167,561,52,-19,-254,1826
24.45,559,53,-20,-254,1664
24.45833,559,52,-21,-253,1515
24.46667,559,52,-20,-251,1378
24.475,559,52,-19,-251,1250
24.48333,558,51,-18,-250,1131
24.49167,556,51,-18,-248,1023
24.5,554,50,-17,-247,923
24.50833,552,50,-15,-245,833
24.51667,550,50,-14,-243,750
24.525,548,50,-14,-241,674
24.53333,545,50,-15,-240,606
24.54167,541,50,-14,-239,545
24.55,536,50,-13,-237,488
24.55833,530,50,-12,-236,436
24.56667,523,50,-11,-234,390
24.575,516,51,-12,-232,349
24.58333,509,50,-13,-231,313
24.59167,503,50,-14,-230,280
24.6,497,50,-14,-229,250
24.60833,490,50,-14,-228,225
24.61667,482,50,-15,-226,202
24.625,473,50,-14,-225,182
24.63333,463,50,-14,-224,165
24.64167,452,51,-13,-223,149
24.65,442,51,-12,-221,135
24.65833,432,52,-10,-218,122
24.66667,422,53,-9,-217,111
24.675,412,54,-9,-216,103
24.68333,403,53,-9,-216,96
24.69167,394,54,-8,-214,89
24.7,385,55,-8,-213,81
24.70833,376,56,-8,-212,76
24.71667,367,57,-7,-212,72
24.725,358,58,-5,-211,68
24.73333,351,59,-4,-210,65
24.74167,343,60,-4,-208,63
24.75,335,60,-3,-207,61
24.75833,329,60,-2,-206,59
24.76667,322,60,-1,-204,58
24.775,316,62,0,-201,58
24.78333,310,63,2,-199,57
24.79167,306,63,2,-198,57
24.8,302,65,2,-197,56
24.80833,298,66,3,-196,55
24.81667,295,67,3,-195,55
24.825,293,67,4,-194,56
24.83333,291,68,4,-193,57
24.84167,288,69,6,-192,59
24.85,286,69,7,-191,60
24.85833,284,69,8,-190,61
24.86667,282,70,9,-189,62
24.875,280,71,11,-188,62
24.88333,278,71,11,-187,62
24.89167,275,72,11,-186,62
24.9,272,73,11,-185,63
24.90833,269,75,13,-185,65
24.91667,267,77,15,-184,66
24.925,265,79,16,-183,66
24.93333,262,80,18,-182,68
24.94167,260,81,19,-181,68
24.95,257,81,21,-181,68
24.95833,254,82,23,-180,67
24.96667,251,82,24,-179,67
24.975,248,82,25,-179,68
24.98333,244,84,26,-176,69
24.99167,240,84,28,-175,70
25,237,85,30,-174,70
25.00833,234,86,32,-173,69
25.01667,231,88,33,-172,69
25.025,228,89,34,-171,70
25.03333,225,90,35,-171,70
25.04167,222,91,36,-170,70
25.05,219,93,36,-169,69
25.05833,215,94,37,-169,69
25.06667,212,94,38,-169,68
25.075,210,95,40,-168,68
25.08333,208,97,42,-166,68
25.09167,206,98,43,-165,67
25.1,204,99,45,-165,67
25.10833,201,100,45,-164,68
25.11667,199,100,47,-163,69
25.125,197,102,48,-163,69
25.13333,194,104,50,-163,68
25.14167,192,105,53,-163,66
25.15,190,106,55,-162,65
25.15833,188,109,56,-162,64
25.16667,187,110,57,-162,64
25.175,187,109,59,-162,64
25.18333,186,109,60,-160,65
25.19167,183,109,62,-159,66
25.2,182,112,63,-158,66
25.20833,179,114,65,-157,64
25.21667,177,116,66,-157,63
25.225,175,117,67,-157,63
25.23333,174,117,69,-158,63
25.24167,174,117,71,-158,63
25.25,174,117,74,-158,63
25.25833,174,117,75,-157,64
25.26667,173,117,77,-157,64
25.275,172,119,78,-157,65
25.28333,171,121,80,-156,65
25.29167,170,124,81,-156,65
25.3,169,125,82,-155,64
25.30833,167,125,82,-153,64
25.31667,166,126,83,-152,65
25.325,165,127,85,-153,64
25.33333,164,127,86,-153,64
25.34167,163,126,88,-153,64
25.35,163,126,90,-152,63
25.35833,162,127,91,-152,61
25.36667,162,128,93,-151,60
25.375,162,129,94,-150,61
25.38333,161,130,96,-150,61
25.39167,161,131,98,-151,61
25.4,160,131,99,-152,61
25.40833,160,131,99,-152,60
25.41667,159,132,100,-152,60
25.425,158,134,101,-151,60
25.43333,156,135,103,-150,61
25.44167,154,134,106,-150,61
25.45,154,134,108,-149,61
25.45833,153,135,110,-150,60
25.46667,154,136,112,-150,60
25.475,153,138,114,-151,61
25.48333,154,138,115,-150,61
25.49167,154,138,117,-150,60
25.5,153,139,118,-149,60
25.50833,151,138,119,-149,60
25.51667,150,137,120,-148,60
25.525,148,138,122,-148,60
25.53333,148,140,125,-149,61
25.54167,149,140,128,-148,61
25.55,150,141,130,-149,60
25.55833,149,141,132,-149,59
25.56667,147,141,132,-150,59
25.575,146,141,133,-150,59
25.58333,147,141,135,-150,59
25.59167,146,142,136,-149,59
25.6,144,144,137,-148,59
25.60833,143,143,139,-148,60
25.61667,143,143,140,-147,60
25.625,143,144,141,-146,59
25.63333,143,144,143,-146,59
25.64167,143,144,146,-145,60
25.65,142,144,149,-145,60
25.65833,141,145,151,-144,60
25.66667,141,146,153,-144,59
25.675,141,147,156,-145,59
25.68333,140,147,159,-146,59
25.69167,140,146,162,-148,59
25.7,139,147,165,-149,58
25.70833,140,149,167,-150,58
25.71667,140,150,170,-149,58
25.725,140,150,173,-148,59
25.73333,140,149,177,-148,60
25.74167,139,149,180,-148,60
25.75,138,149,184,-148,60
25.75833,137,149,187,-148,59
25.76667,136,149,190,-148,58
25.775,137,148,194,-148,58
25.78333,137,149,197,-148,58
25.79167,136,148,201,-147,59
25.8,136,149,206,-147,58
25.80833,135,149,210,-146,59
25.81667,135,151,214,-148,59
25.825,135,150,219,-148,58
25.83333,135,150,222,-148,57
25.84167,134,150,226,-148,57
25.85,134,150,230,-148,56
25.85833,133,150,232,-149,57
25.86667,132,150,234,-149,57
25.875,131,150,236,-149,57
25.88333,132,152,239,-148,57
25.89167,133,152,240,-148,56
25.9,133,152,241,-148,56
25.90833,133,151,239,-149,56
25.91667,131,150,239,-149,57
25.925,131,149,239,-150,59
25.93333,132,149,239,-150,59
25.94167,132,149,238,-151,59
25.95,133,150,238,-150,58
25.95833,132,151,238,-150,57
25.96667,132,152,237,-149,56
25.975,131,152,236,-149,54
25.98333,131,152,236,-149,53
25.99167,131,152,234,-148,54
26,130,152,231,-147,55
26.00833,130,153,230,-147,54
26.01667,130,154,230,-147,54
26.025,129,154,228,-149,53
26.03333,130,153,228,-150,54
26.04167,129,152,228,-151,54
26.05,129,151,227,-150,54
26.05833,128,150,226,-150,53
26.06667,128,149,225,-150,53
26.075,127,150,224,-150,53
26.08333,127,151,221,-152,53
26.09167,127,151,219,-153,53
26.1,126,151,219,-153,54
26.10833,125,151,219,-153,54
26.11667,125,151,219,-153,54
26.125,126,150,217,-153,55
26.13333,126,151,216,-152,55
26.14167,125,151,216,-152,55
26.15,124,152,216,-152,54
26.15833,124,152,215,-152,53
26.16667,124,151,214,-152,53
26.175,124,151,214,-152,53
26.18333,124,150,214,-153,54
26.19167,125,151,214,-153,54
26.2,124,152,214,-153,54
26.20833,124,152,213,-153,54
26.21667,123,153,212,-153,54
26.225,122,152,213,-153,54
26.23333,123,152,213,-153,53
26.24167,123,152,214,-153,54
26.25,123,152,214,-152,54
26.25833,123,152,215,-153,54
26.26667,122,150,215,-152,53
26.275,122,149,214,-152,53
26.28333,121,149,215,-152,52
26.29167,119,150,215,-153,51
26.3,119,149,216,-154,51
26.30833,119,149,215,-154,50
26.31667,120,150,215,-154,49
26.325,120,150,215,-154,48
26.33333,121,149,214,-156,49
26.34167,122,149,212,-156,50
26.35,121,149,211,-156,51
26.35833,121,149,209,-156,51
26.36667,121,148,208,-156,50
26.375,121,148,208,-156,49
26.38333,121,148,207,-156,49
26.39167,121,148,206,-156,49
26.4,121,148,205,-157,49
26.40833,120,147,204,-157,49
26.41667,120,148,203,-157,49
26.425,119,148,201,-157,50
26.43333,118,148,200,-158,51
26.44167,118,148,200,-159,51
26.45,119,147,199,-158,51
26.45833,119,147,198,-159,50
26.46667,119,147,197,-159,50
26.475,119,148,196,-160,50
26.48333,118,149,196,-160,50
26.49167,117,149,195,-160,50
26.5,117,148,195,-161,51
26.50833,117,147,194,-160,51
26.51667,116,147,193,-160,51
26.525,115,147,193,-160,50
26.53333,116,147,193,-160,49
26.54167,117,147,193,-161,49
26.55,117,147,190,-161,48
26.55833,117,147,189,-161,49
26.56667,116,147,188,-161,49
26.575,116,146,188,-162,48
26.58333,115,146,188,-162,47
26.59167,115,147,187,-163,47
26.6,116,146,186,-163,48
26.60833,115,146,186,-162,49
26.61667,114,145,185,-162,48
26.625,113,145,185,-162,48
26.63333,113,144,185,-163,48
26.64167,113,144,185,-162,48
26.65,112,144,185,-162,48
26.65833,113,144,184,-163,48
26.66667,113,143,184,-164,47
26.675,112,143,183,-165,47
26.68333,111,143,181,-166,46
26.69167,112,144,179,-167,45
26.7,112,144,177,-167,44
26.70833,112,144,176,-167,44
26.71667,110,144,175,-166,44
26.725,110,144,174,-166,45
26.73333,111,143,174,-167,45
26.74167,112,142,174,-168,44
26.75,112,141,173,-169,44
26.75833,111,141,173,-170,44
26.76667,110,140,172,-170,42
26.775,108,141,170,-170,42
26.78333,107,142,169,-171,42
26.79167,108,143,169,-172,42
26.8,108,142,170,-172,41
26.80833,107,140,171,-171,41
26.81667,106,139,170,-170,42
26.825,105,139,170,-170,41
26.83333,104,139,169,-170,40
26.84167,105,139,168,-171,39
26.85,105,139,167,-171,39
26.85833,105,138,166,-172,39
26.86667,105,137,166,-172,38
26.875,104,137,165,-172,39
26.88333,105,138,165,-172,38
26.89167,105,138,164,-172,37
26.9,106,138,164,-173,37
26.90833,106,138,164,-173,38
26.91667,107,138,164,-175,37
26.925,107,138,164,-176,37
26.93333,106,137,163,-176,36
26.94167,106,137,162,-176,35
26.95,105,136,162,-177,34
26.95833,104,136,162,-177,34
26.96667,105,136,161,-176,34
26.975,105,135,159,-177,33
26.98333,104,134,158,-177,33
26.99167,104,134,158,-179,33
27,104,134,157,-180,33
27.00833,104,133,157,-180,32
27.01667,104,133,156,-181,33
27.025,103,133,157,-182,32
27.03333,101,133,157,-182,32
27.04167,101,133,156,-181,32
27.05,100,134,154,-182,30
27.05833,100,132,154,-182,29
27.06667,100,131,153,-181,28
27.075,101,131,151,-181,27
27.08333,101,132,151,-181,27
27.09167,102,131,149,-181,26
27.1,103,131,149,-182,25
27.10833,102,131,150,-183,25
27.11667,102,131,149,-185,25
27.125,102,130,149,-186,23
27.13333,101,130,148,-187,23
27.14167,100,130,148,-188,22
27.15,100,129,148,-189,21
27.15833,99,128,147,-189,20
27.16667,98,127,148,-190,18
27.175,98,127,148,-191,18
27.18333,97,126,148,-191,16
27.19167,97,126,147,-192,16
27.2,97,127,147,-193,16
27.20833,97,126,146,-194,16
27.21667,96,125,145,-195,15
27.225,96,125,144,-195,15
27.23333,96,125,144,-196,14
27.24167,95,125,144,-196,13
27.25,94,124,143,-196,13
27.25833,92,124,142,-197,12
27.26667,90,123,142,-198,10
27.275,90,124,141,-200,9
27.28333,90,124,139,-201,7
27.29167,90,123,139,-202,5
27.3,90,122,138,-203,3
27.30833,89,122,138,-204,2
27.31667,88,121,138,-206,2
27.325,88,120,137,-207,2
27.33333,88,118,135,-208,0
27.34167,86,118,135,-209,-2
27.35,85,119,135,-211,-3
27.35833,86,119,135,-213,-4
27.36667,85,119,133,-214,-5
27.375,84,118,133,-215,-6
27.38333,84,118,135,-216,-6
27.39167,83,117,136,-218,-6
27.4,81,117,135,-220,-7
27.40833,79,115,133,-222,-9
27.41667,78,113,131,-224,-11
27.425,78,111,131,-225,-12
27.43333,77,110,130,-226,-12
27.44167,77,110,129,-226,-12
27.45,78,108,129,-227,-14
27.45833,78,108,129,-228,-16
27.46667,76,109,129,-230,-16
27.475,75,110,128,-231,-17
27.48333,74,109,127,-232,-17
27.49167,74,108,125,-233,-17
27.5,73,107,124,-234,-17
27.50833,73,106,122,-235,-19
27.51667,73,106,122,-236,-20
27.525,71,105,123,-237,-21
27.53333,69,104,123,-238,-21
27.54167,67,103,123,-239,-22
27.55,66,102,122,-239,-22
27.55833,65,101,122,-239,-21
27.56667,65,100,121,-240,-21
27.575,65,99,120,-242,-21
27.58333,65,97,120,-242,-21
27.59167,63,95,119,-243,-21
27.6,62,95,117,-244,-22
27.60833,60,94,116,-245,-23
27.61667,58,95,115,-245,-24
27.625,57,95,115,-246,-24
27.63333,56,93,114,-248,-25
27.64167,55,90,112,-248,-25
27.65,54,88,111,-247,-25
27.65833,52,87,111,-247,-26
27.66667,52,86,110,-248,-27
27.675,51,84,110,-250,-27
27.68333,50,84,109,-251,-26
27.69167,48,83,108,-251,-27
27.7,47,81,107,-250,-28
27.70833,47,80,106,-251,-28
27.71667,47,78,106,-251,-28
27.725,46,77,106,-250,-29
27.73333,44,75,105,-250,-31
27.74167,43,75,104,-251,-31
27.75,42,74,104,-252,-30
27.75833,41,74,103,-252,-30
27.76667,40,73,102,-252,-31
27.775,40,73,100,-252,-31
27.78333,40,73,98,-252,-32
27.79167,39,72,97,-251,-33
27.8,37,71,96,-251,-33
27.80833,36,70,96,-253,-33
27.81667,35,69,95,-253,-34
27.825,35,69,95,-254,-34
27.83333,35,68,94,-254,-33
27.84167,34,67,94,-255,-32
27.85,32,65,93,-255,-32
27.85833,30,66,91,-254,-33
27.86667,30,66,90,-252,-34
27.875,31,66,90,-251,-35
27.88333,31,65,89,-251,-35
27.89167,30,64,87,-252,-36
27.9,29,64,85,-253,-36
27.90833,29,63,83,-254,-36
27.91667,29,61,82,-254,-35
27.925,29,61,82,-254,-36
27.93333,29,60,81,-253,-35
27.94167,29,61,79,-253,-36
27.95,29,61,78,-254,-37
27.95833,29,61,76,-254,-37
27.96667,29,60,75,-255,-37
27.975,28,59,75,-255,-37
27.98333,27,59,74,-255,-39
27.99167,27,58,75,-255,-39
28,26,58,75,-255,-39
28.00833,25,58,74,-255,-40
28.01667,24,58,73,-254,-41
28.025,24,59,71,-255,-42
28.03333,24,58,69,-256,-45
28.04167,24,58,68,-256,-46
28.05,24,57,66,-256,-46
28.05833,24,56,65,-257,-47
28.06667,24,56,65,-259,-48
28.075,25,56,64,-259,-48
28.08333,26,56,64,-259,-49
28.09167,26,57,63,-260,-49
28.1,25,58,62,-260,-48
28.10833,26,57,61,-261,-48
28.11667,26,57,59,-263,-48
28.125,25,58,58,-263,-50
28.13333,24,58,57,-263,-52
28.14167,23,58,56,-262,-53
28.15,24,58,54,-262,-55
28.15833,24,58,53,-264,-56
28.16667,24,57,53,-265,-56
28.175,24,56,53,-267,-57
28.18333,24,56,53,-268,-57
28.19167,24,56,53,-269,-58
28.2,24,55,52,-269,-60
28.20833,24,54,51,-270,-61
28.21667,24,54,49,-271,-62
28.225,25,53,48,-272,-62
28.23333,24,53,47,-273,-63
28.24167,23,54,47,-274,-63
28.25,21,54,47,-275,-64
28.25833,21,53,46,-276,-64
28.26667,20,52,45,-277,-65
28.275,20,52,44,-277,-65
28.28333,20,51,45,-277,-65
28.29167,20,52,45,-277,-65
28.3,19,51,44,-277,-66
28.30833,19,50,44,-278,-67
28.31667,18,48,44,-278,-67
28.325,17,47,44,-277,-68
28.33333,17,47,43,-278,-69
28.34167,16,46,43,-278,-69
28.35,15,45,43,-279,-69
28.35833,13,44,43,-280,-70
28.36667,13,44,42,-280,-71
28.375,13,44,41,-279,-72
28.38333,12,44,41,-279,-73
28.39167,12,44,40,-280,-73
28.4,12,43,39,-281,-75
28.40833,10,43,39,-282,-75
28.41667,9,40,39,-281,-75
28.425,8,38,39,-280,-75
28.43333,6,37,39,-280,-76
28.44167,5,37,40,-281,-76
28.45,4,36,41,-282,-76
28.45833,3,36,42,-283,-76
28.46667,2,34,42,-282,-77
28.475,1,33,42,-283,-77
28.48333,0,32,43,-283,-77
28.49167,-2,30,43,-283,-76
28.5,-4,29,42,-283,-77
28.50833,-6,27,42,-284,-77
28.51667,-8,25,41,-284,-78
28.525,-9,23,41,-283,-78
28.53333,-9,22,42,-283,-79
28.54167,-9,22,43,-283,-79
28.55,-10,21,43,-283,-80
28.55833,-11,20,43,-284,-80
28.56667,-12,20,43,-283,-81
28.575,-14,19,42,-282,-81
28.58333,-16,17,42,-282,-81
28.59167,-16,16,41,-282,-82
28.6,-17,16,40,-282,-82
28.60833,-16,17,40,-282,-82
28.61667,-16,16,41,-281,-81
28.625,-17,15,41,-281,-81
28.63333,-19,14,41,-281,-82
28.64167,-21,13,40,-281,-82
28.65,-22,11,39,-282,-82
28.65833,-22,10,38,-283,-83
28.66667,-24,9,36,-284,-84
28.675,-24,8,34,-284,-84
28.68333,-24,6,32,-283,-84
28.69167,-25,5,33,-282,-85
28.7,-26,5,33,-282,-85
28.70833,-28,5,34,-282,-86
28.71667,-28,5,34,-281,-88
28.725,-29,5,34,-280,-88
28.73333,-30,5,33,-280,-88
28.74167,-30,4,32,-281,-88
28.75,-30,4,30,-282,-88
28.75833,-30,5,28,-282,-89
28.76667,-29,4,28,-283,-89
28.775,-29,3,28,-283,-88
28.78333,-30,0,27,-283,-89
28.79167,-31,-1,26,-282,-90
28.8,-32,-2,25,-282,-90
28.80833,-32,-3,24,-281,-91
28.81667,-33,-3,23,-280,-90
28.825,-33,-2,22,-281,-91
28.83333,-33,-3,21,-282,-92
28.84167,-33,-3,20,-282,-92
28.85,-32,-3,19,-282,-91
28.85833,-32,-3,18,-282,-91
28.86667,-32,-3,17,-283,-90
28.875,-33,-1,15,-283,-90
28.88333,-33,0,13,-284,-91
28.89167,-34,0,12,-283,-92
28.9,-34,0,12,-283,-92
28.90833,-33,-1,11,-282,-92
28.91667,-34,-2,10,-282,-92
28.925,-34,-3,10,-282,-94
28.93333,-35,-4,10,-281,-94
28.94167,-36,-4,8,-280,-93
28.95,-36,-4,7,-281,-92
28.95833,-36,-4,6,-282,-91
28.96667,-36,-4,7,-282,-92
28.975,-36,-3,6,-282,-92
28.98333,-36,-3,5,-282,-93
28.99167,-35,-3,4,-281,-93
29,-36,-4,3,-281,-94
