Time,Intensity131,Intensity142,IntensityHOE2,Intensitystandardmix,IntensityTetra
15.88333,781,1645,-58,1828,108
15.89167,723,1519,-56,1785,116
15.9,669,1399,-55,1736,125
15.90833,618,1284,-55,1681,134
15.91667,572,1178,-57,1620,145
15.925,530,1080,-57,1556,157
15.93333,489,991,-58,1488,170
15.94167,450,910,-57,1418,184
15.95,414,837,-57,1346,200
15.95833,380,772,-58,1273,218
15.96667,349,714,-58,1201,237
15.975,318,662,-57,1128,257
15.98333,287,613,-57,1054,277
15.99167,259,568,-56,980,297
16,232,527,-56,907,317
16.00833,207,490,-56,836,335
16.01667,184,455,-56,767,352
16.025,163,424,-56,699,366
16.03333,141,394,-57,635,377
16.04167,121,363,-58,575,383
16.05,102,334,-58,517,385
16.05833,85,307,-58,462,384
16.06667,70,281,-59,411,379
16.075,56,255,-59,365,369
16.08333,42,231,-58,322,356
16.09167,30,209,-57,280,341
16.1,20,188,-57,240,322
16.10833,12,169,-57,204,300
16.11667,4,151,-56,171,279
16.125,-4,133,-56,141,259
16.13333,-10,118,-55,114,239
16.14167,-13,103,-54,88,219
16.15,-14,90,-55,65,201
16.15833,-15,76,-56,45,185
16.16667,-14,62,-56,27,171
16.175,-12,50,-57,10,159
16.18333,-11,40,-57,-5,149
16.19167,-10,31,-56,-17,144
16.2,-7,23,-55,-28,142
16.20833,-4,16,-54,-38,143
16.21667,2,11,-55,-46,149
16.225,7,6,-56,-52,161
16.23333,11,0,-55,-57,180
16.24167,15,-5,-54,-62,208
16.25,19,-10,-53,-66,247
16.25833,24,-13,-54,-70,294
16.26667,28,-14,-54,-72,354
16.275,34,-17,-54,-75,427
16.28333,40,-19,-54,-78,512
16.29167,47,-21,-54,-81,611
16.3,55,-22,-53,-84,721
16.30833,67,-22,-52,-87,842
16.31667,81,-21,-51,-89,969
16.325,97,-22,-51,-91,1101
16.33333,116,-22,-52,-94,1230
16.34167,138,-23,-51,-95,1355
16.35,161,-23,-51,-97,1468
16.35833,187,-23,-53,-99,1569
16.36667,214,-23,-52,-100,1652
16.375,240,-21,-52,-100,1713
16.38333,266,-19,-53,-100,1751
16.39167,289,-17,-53,-97,1765
16.4,309,-17,-53,-95,1752
16.40833,326,-16,-53,-91,1717
16.41667,337,-14,-53,-86,1663
16.425,343,-12,-53,-80,1590
16.43333,344,-10,-52,-72,1503
16.44167,340,-7,-52,-63,1406
16.45,333,-6,-53,-52,1303
16.45833,323,-5,-55,-42,1196
16.46667,308,-4,-53,-31,1091
16.475,290,-3,-53,-20,989
16.48333,272,-2,-53,-9,895
16.49167,254,-1,-53,0,808
16.5,236,-1,-52,8,729
16.50833,218,-1,-52,14,659
16.51667,201,-2,-53,19,597
16.525,186,-3,-53,24,544
16.53333,172,-3,-53,26,495
16.54167,160,-4,-54,24,452
16.55,149,-4,-53,21,415
16.55833,139,-4,-53,16,382
16.56667,131,-4,-53,8,351
16.575,124,-4,-54,0,323
16.58333,117,-3,-53,-9,298
16.59167,109,-2,-52,-20,273
16.6,102,1,-52,-31,251
16.60833,96,4,-52,-43,230
16.61667,88,6,-52,-56,211
16.625,80,9,-53,-69,192
16.63333,74,12,-53,-81,174
16.64167,66,14,-52,-92,157
16.65,58,18,-51,-103,141
16.65833,49,22,-51,-114,126
16.66667,42,24,-51,-125,112
16.675,34,25,-52,-135,100
16.68333,26,26,-52,-145,88
16.69167,18,26,-51,-154,77
16.7,10,26,-50,-162,67
16.70833,2,26,-50,-168,58
16.71667,-5,24,-50,-174,50
16.725,-11,22,-51,-179,43
16.73333,-16,18,-53,-185,37
16.74167,-21,15,-53,-190,31
16.75,-27,11,-52,-195,24
16.75833,-32,7,-50,-201,19
16.76667,-37,3,-49,-205,15
16.775,-40,0,-49,-209,11
16.78333,-42,-4,-50,-213,8
16.79167,-45,-8,-50,-217,4
16.8,-48,-12,-50,-220,0
16.80833,-50,-16,-49,-224,-4
16.81667,-53,-20,-48,-227,-7
16.825,-55,-21,-48,-230,-12
16.83333,-55,-23,-49,-232,-17
16.84167,-56,-26,-49,-234,-23
16.85,-59,-28,-48,-237,-26
16.85833,-61,-31,-48,-239,-29
16.86667,-62,-33,-48,-240,-32
16.875,-63,-33,-49,-241,-34
16.88333,-64,-35,-51,-243,-37
16.89167,-65,-36,-51,-246,-39
16.9,-65,-37,-50,-249,-40
16.90833,-66,-38,-48,-250,-41
16.91667,-67,-38,-49,-250,-44
16.925,-67,-38,-50,-251,-45
16.93333,-68,-39,-52,-253,-45
16.94167,-69,-41,-52,-253,-44
16.95,-70,-42,-52,-253,-41
16.95833,-70,-43,-52,-253,-36
16.96667,-69,-43,-52,-253,-31
16.975,-68,-45,-51,-252,-25
16.98333,-67,-46,-51,-252,-20
16.99167,-65,-46,-50,-250,-13
17,-64,-46,-49,-244,-7
17.00833,-63,-46,-48,-237,0
17.01667,-62,-47,-47,-229,8
17.025,-60,-48,-47,-219,16
17.03333,-57,-49,-47,-204,24
17.04167,-54,-49,-48,-182,31
17.05,-52,-49,-48,-154,37
17.05833,-49,-49,-47,-117,41
17.06667,-46,-49,-47,-71,44
17.075,-42,-49,-47,-11,47
17.08333,-39,-48,-48,63,49
17.09167,-35,-49,-48,155,51
17.1,-32,-49,-48,266,52
17.10833,-29,-48,-47,398,54
17.11667,-27,-48,-46,551,57
17.125,-24,-49,-47,726,62
17.13333,-22,-49,-48,920,72
17.14167,-18,-49,-49,1132,87
17.15,-15,-49,-49,1360,110
17.15833,-14,-48,-49,1598,146
17.16667,-11,-48,-49,1840,199
17.175,-9,-48,-48,2079,275
17.18333,-8,-47,-48,2307,382
17.19167,-8,-47,-48,2513,530
17.2,-8,-46,-49,2693,731
17.20833,-8,-47,-49,2841,998
17.21667,-9,-47,-48,2951,1350
17.225,-10,-48,-48,3017,1805
17.23333,-11,-48,-47,3039,2384
17.24167,-15,-49,-46,3018,3108
17.25,-20,-50,-47,2958,4000
17.25833,-24,-51,-47,2863,5081
17.26667,-27,-51,-48,2739,6366
17.275,-30,-50,-49,2590,7866
17.28333,-33,-48,-49,2423,9582
17.29167,-37,-47,-49,2245,11506
17.3,-40,-47,-48,2064,13615
17.30833,-43,-49,-47,1883,15873
17.31667,-45,-50,-46,1708,18232
17.325,-47,-50,-46,1541,20628
17.33333,-49,-49,-46,1387,22985
17.34167,-51,-48,-47,1246,25225
17.35,-53,-48,-47,1119,27265
17.35833,-54,-47,-46,1005,29028
17.36667,-56,-45,-47,904,30445
17.375,-58,-45,-47,814,31462
17.38333,-60,-45,-48,733,32047
17.39167,-61,-45,-48,662,32190
17.4,-62,-45,-48,599,31901
17.40833,-63,-46,-48,545,31210
17.41667,-63,-46,-47,496,30169
17.425,-64,-45,-46,455,28842
17.43333,-65,-44,-45,420,27302
17.44167,-66,-43,-45,390,25621
17.45,-66,-43,-46,366,23870
17.45833,-67,-43,-47,347,22113
17.46667,-67,-43,-46,334,20402
17.475,-67,-43,-46,327,18780
17.48333,-68,-43,-47,324,17271
17.49167,-69,-44,-47,327,15891
17.5,-70,-44,-46,336,14645
17.50833,-70,-44,-45,348,13530
17.51667,-71,-44,-45,362,12535
17.525,-71,-45,-44,379,11644
17.53333,-72,-45,-44,396,10846
17.54167,-73,-45,-45,412,10121
17.55,-74,-47,-45,426,9459
17.55833,-74,-48,-44,437,8848
17.56667,-74,-49,-43,443,8274
17.575,-73,-49,-43,443,7732
17.58333,-73,-49,-44,439,7219
17.59167,-74,-49,-44,430,6730
17.6,-76,-49,-43,418,6264
17.60833,-76,-48,-42,405,5820
17.61667,-76,-49,-41,388,5399
17.625,-74,-49,-41,371,5000
17.63333,-74,-49,-41,354,4623
17.64167,-74,-48,-42,343,4267
17.65,-74,-47,-42,339,3934
17.65833,-74,-47,-43,342,3625
17.66667,-74,-47,-44,355,3338
17.675,-75,-48,-44,380,3072
17.68333,-75,-48,-43,416,2825
17.69167,-74,-47,-43,464,2598
17.7,-74,-48,-42,523,2388
17.70833,-73,-48,-42,591,2194
17.71667,-73,-48,-42,666,2015
17.725,-73,-47,-43,748,1853
17.73333,-73,-47,-43,833,1706
17.74167,-73,-47,-42,918,1572
17.75,-72,-47,-41,997,1450
17.75833,-72,-48,-41,1066,1340
17.76667,-73,-47,-42,1123,1244
17.775,-72,-46,-42,1166,1160
17.78333,-71,-46,-41,1193,1090
17.79167,-70,-46,-40,1203,1037
17.8,-72,-46,-39,1196,999
17.80833,-73,-47,-39,1172,978
17.81667,-72,-46,-39,1132,975
17.825,-72,-46,-39,1076,988
17.83333,-72,-46,-39,1009,1019
17.84167,-73,-45,-40,933,1067
17.85,-73,-45,-40,850,1127
17.85833,-72,-46,-39,764,1197
17.86667,-72,-46,-40,679,1276
17.875,-72,-47,-40,596,1359
17.88333,-72,-46,-39,516,1441
17.89167,-72,-46,-39,443,1514
17.9,-72,-47,-39,376,1579
17.90833,-73,-48,-39,316,1630
17.91667,-74,-48,-38,263,1667
17.925,-74,-48,-38,218,1685
17.93333,-74,-48,-37,179,1683
17.94167,-74,-49,-36,145,1663
17.95,-73,-49,-37,119,1627
17.95833,-72,-48,-38,99,1572
17.96667,-72,-48,-38,86,1504
17.975,-73,-48,-38,80,1424
17.98333,-74,-48,-38,82,1338
17.99167,-75,-47,-38,93,1249
18,-75,-46,-38,115,1160
18.00833,-75,-47,-39,150,1072
18.01667,-76,-47,-39,200,988
18.025,-77,-46,-38,268,910
18.03333,-77,-47,-38,358,839
18.04167,-77,-48,-38,468,775
18.05,-77,-48,-38,601,718
18.05833,-77,-48,-39,759,667
18.06667,-77,-48,-39,940,622
18.075,-76,-48,-39,1145,580
18.08333,-77,-47,-38,1371,542
18.09167,-77,-46,-38,1615,507
18.1,-76,-46,-37,1870,473
18.10833,-76,-47,-39,2127,440
18.11667,-77,-47,-40,2376,408
18.125,-78,-47,-39,2609,379
18.13333,-78,-48,-40,2817,349
18.14167,-78,-48,-40,2992,319
18.15,-78,-48,-39,3124,290
18.15833,-78,-47,-37,3209,262
18.16667,-77,-46,-37,3245,236
18.175,-76,-46,-37,3230,211
18.18333,-76,-46,-37,3168,188
18.19167,-77,-47,-37,3064,166
18.2,-78,-47,-37,2925,146
18.20833,-78,-47,-37,2757,126
18.21667,-79,-47,-37,2570,107
18.225,-79,-48,-37,2372,90
18.23333,-78,-49,-36,2172,75
18.24167,-78,-49,-36,1976,60
18.25,-78,-48,-37,1787,47
18.25833,-78,-47,-38,1611,34
18.26667,-78,-47,-38,1453,23
18.275,-79,-47,-38,1313,13
18.28333,-78,-47,-39,1193,3
18.29167,-78,-47,-38,1090,-5
18.3,-78,-46,-38,1005,-13
18.30833,-79,-45,-38,937,-19
18.31667,-80,-45,-38,883,-24
18.325,-80,-45,-37,841,-29
18.33333,-80,-45,-37,810,-32
18.34167,-79,-45,-37,789,-36
18.35,-78,-45,-36,776,-38
18.35833,-78,-44,-36,770,-41
18.36667,-78,-44,-34,770,-43
18.375,-77,-44,-34,775,-44
18.38333,-76,-44,-34,783,-44
18.39167,-77,-45,-35,795,-46
18.4,-77,-45,-35,809,-48
18.40833,-77,-46,-35,823,-48
18.41667,-76,-46,-36,835,-49
18.425,-76,-46,-36,847,-50
18.43333,-76,-44,-35,856,-50
18.44167,-75,-43,-35,864,-51
18.45,-76,-43,-35,868,-52
18.45833,-75,-44,-36,866,-53
18.46667,-76,-44,-37,859,-52
18.475,-77,-45,-38,844,-52
18.48333,-78,-44,-37,822,-50
18.49167,-78,-44,-37,793,-49
18.5,-77,-44,-37,755,-49
18.50833,-76,-45,-37,711,-48
18.51667,-77,-45,-36,660,-49
18.525,-77,-47,-36,605,-48
18.53333,-77,-47,-34,548,-47
18.54167,-77,-47,-33,488,-47
18.55,-76,-47,-33,427,-47
18.55833,-75,-47,-34,366,-47
18.56667,-75,-47,-34,307,-45
18.575,-75,-48,-35,251,-45
18.58333,-76,-47,-35,201,-44
18.59167,-76,-48,-35,154,-42
18.6,-75,-47,-34,112,-40
18.60833,-75,-47,-33,74,-39
18.61667,-75,-47,-32,40,-38
18.625,-76,-46,-32,10,-37
18.63333,-75,-45,-32,-17,-37
18.64167,-74,-44,-33,-41,-36
18.65,-73,-43,-34,-62,-35
18.65833,-73,-43,-35,-80,-34
18.66667,-71,-43,-35,-97,-32
18.675,-70,-44,-35,-112,-31
18.68333,-69,-45,-34,-126,-30
18.69167,-67,-45,-34,-139,-29
18.7,-65,-45,-33,-151,-30
18.70833,-63,-44,-34,-161,-30
18.71667,-61,-43,-36,-171,-29
18.725,-60,-44,-36,-181,-28
18.73333,-58,-45,-36,-191,-27
18.74167,-54,-45,-36,-200,-24
18.75,-50,-44,-36,-209,-19
18.75833,-46,-42,-37,-217,-10
18.76667,-42,-42,-37,-225,4
18.775,-38,-42,-35,-231,23
18.78333,-36,-43,-35,-236,50
18.79167,-33,-43,-35,-241,87
18.8,-31,-43,-35,-245,138
18.80833,-29,-43,-35,-250,207
18.81667,-27,-43,-34,-255,296
18.825,-27,-43,-33,-259,409
18.83333,-27,-43,-33,-261,551
18.84167,-27,-43,-33,-264,726
18.85,-28,-43,-33,-266,938
18.85833,-30,-42,-34,-268,1187
18.86667,-32,-42,-34,-271,1478
18.875,-35,-42,-33,-275,1810
18.88333,-37,-42,-33,-278,2183
18.89167,-40,-42,-32,-278,2586
18.9,-42,-42,-32,-277,3018
18.90833,-45,-42,-33,-278,3466
18.91667,-47,-43,-34,-279,3916
18.925,-50,-44,-34,-280,4354
18.93333,-51,-43,-34,-281,4765
18.94167,-53,-43,-34,-282,5132
18.95,-54,-43,-33,-283,5441
18.95833,-56,-44,-32,-284,5679
18.96667,-56,-44,-33,-285,5837
18.975,-57,-43,-34,-285,5910
18.98333,-59,-43,-33,-286,5898
18.99167,-60,-42,-33,-286,5803
19,-60,-41,-33,-285,5634
19.00833,-61,-40,-34,-285,5404
19.01667,-61,-40,-34,-285,5124
19.025,-62,-41,-33,-285,4809
19.03333,-64,-43,-34,-285,4472
19.04167,-64,-44,-35,-283,4128
19.05,-65,-44,-35,-282,3787
19.05833,-65,-45,-35,-282,3460
19.06667,-66,-44,-34,-281,3153
19.075,-66,-44,-34,-279,2871
19.08333,-67,-44,-34,-278,2614
19.09167,-67,-45,-34,-278,2382
19.1,-67,-45,-33,-278,2175
19.10833,-67,-45,-34,-279,1991
19.11667,-68,-46,-35,-279,1832
19.125,-69,-45,-36,-279,1691
19.13333,-69,-44,-35,-280,1564
19.14167,-70,-42,-35,-280,1450
19.15,-69,-41,-34,-281,1345
19.15833,-69,-41,-34,-281,1250
19.16667,-69,-42,-34,-282,1162
19.175,-69,-43,-35,-282,1081
19.18333,-69,-42,-35,-283,1004
19.19167,-70,-43,-35,-283,934
19.2,-70,-43,-36,-284,868
19.20833,-71,-44,-36,-284,807
19.21667,-71,-43,-36,-285,749
19.225,-70,-43,-36,-284,695
19.23333,-69,-43,-36,-284,645
19.24167,-69,-44,-35,-284,599
19.25,-70,-44,-34,-284,556
19.25833,-70,-43,-33,-283,516
19.26667,-70,-42,-33,-282,479
19.275,-68,-41,-34,-281,445
19.28333,-68,-41,-33,-282,416
19.29167,-69,-41,-34,-282,392
19.3,-68,-41,-35,-282,371
19.30833,-68,-41,-34,-282,355
19.31667,-68,-42,-33,-282,343
19.325,-68,-41,-33,-282,337
19.33333,-68,-40,-32,-282,334
19.34167,-68,-39,-32,-283,337
19.35,-70,-40,-31,-285,343
19.35833,-70,-42,-32,-285,352
19.36667,-70,-43,-33,-285,364
19.375,-69,-44,-34,-284,378
19.38333,-69,-44,-35,-282,393
19.39167,-69,-43,-36,-281,408
19.4,-68,-42,-36,-280,422
19.40833,-67,-42,-35,-280,434
19.41667,-66,-42,-35,-280,441
19.425,-63,-41,-35,-280,445
19.43333,-61,-40,-34,-281,444
19.44167,-60,-38,-33,-281,438
19.45,-59,-37,-32,-281,428
19.45833,-57,-38,-31,-281,412
19.46667,-56,-38,-31,-282,392
19.475,-54,-38,-30,-283,369
19.48333,-51,-37,-31,-283,344
19.49167,-49,-37,-32,-283,317
19.5,-47,-37,-32,-283,290
19.50833,-46,-37,-32,-283,264
19.51667,-45,-37,-32,-284,239
19.525,-44,-36,-31,-285,215
19.53333,-42,-36,-30,-286,194
19.54167,-41,-36,-28,-286,174
19.55,-41,-36,-27,-286,158
19.55833,-41,-38,-26,-287,146
19.56667,-40,-38,-24,-287,136
19.575,-38,-36,-22,-287,129
19.58333,-37,-35,-20,-287,125
19.59167,-36,-35,-18,-286,125
19.6,-35,-36,-17,-287,128
19.60833,-32,-37,-14,-288,135
19.61667,-31,-37,-10,-289,145
19.625,-29,-37,-7,-289,161
19.63333,-26,-37,-4,-289,181
19.64167,-24,-37,0,-290,206
19.65,-23,-36,3,-289,239
19.65833,-23,-36,8,-289,284
19.66667,-21,-35,12,-288,340
19.675,-19,-35,17,-288,410
19.68333,-19,-35,22,-286,495
19.69167,-18,-36,26,-285,599
19.7,-17,-37,31,-286,721
19.70833,-18,-37,36,-286,866
19.71667,-18,-37,42,-287,1034
19.725,-18,-37,48,-287,1222
19.73333,-17,-38,54,-287,1430
19.74167,-17,-39,60,-288,1657
19.75,-16,-39,67,-288,1899
19.75833,-16,-38,74,-288,2150
19.76667,-16,-37,80,-288,2400
19.775,-16,-36,86,-289,2644
19.78333,-17,-36,91,-289,2870
19.79167,-16,-36,98,-289,3069
19.8,-15,-36,105,-289,3235
19.80833,-15,-36,111,-289,3362
19.81667,-15,-37,117,-289,3446
19.825,-14,-37,122,-290,3483
19.83333,-14,-37,127,-289,3475
19.84167,-15,-37,132,-288,3423
19.85,-16,-37,136,-289,3333
19.85833,-18,-36,139,-289,3211
19.86667,-19,-36,143,-289,3063
19.875,-19,-37,146,-290,2899
19.88333,-20,-37,148,-290,2725
19.89167,-20,-39,150,-290,2548
19.9,-20,-39,151,-290,2375
19.90833,-21,-38,152,-290,2209
19.91667,-21,-37,153,-290,2054
19.925,-22,-37,153,-290,1912
19.93333,-23,-37,152,-290,1787
19.94167,-23,-36,150,-290,1674
19.95,-25,-37,149,-289,1571
19.95833,-27,-38,146,-289,1478
19.96667,-28,-37,144,-289,1392
19.975,-29,-37,140,-289,1312
19.98333,-29,-37,138,-289,1237
19.99167,-28,-36,137,-289,1166
20,-27,-35,135,-291,1096
20.00833,-28,-34,132,-291,1028
20.01667,-27,-36,130,-289,961
20.025,-26,-37,128,-288,897
20.03333,-25,-38,126,-288,836
20.04167,-25,-37,124,-288,778
20.05,-25,-36,123,-288,722
20.05833,-26,-35,122,-287,669
20.06667,-25,-37,120,-287,620
20.075,-25,-37,118,-286,575
20.08333,-27,-37,117,-286,534
20.09167,-28,-36,115,-284,497
20.1,-29,-35,114,-284,465
20.10833,-29,-34,114,-283,435
20.11667,-28,-34,112,-283,411
20.125,-26,-34,110,-282,390
20.13333,-25,-35,109,-282,373
20.14167,-25,-36,109,-281,360
20.15,-23,-35,108,-280,349
20.15833,-21,-34,107,-280,342
20.16667,-17,-35,105,-279,337
20.175,-13,-36,103,-278,336
20.18333,-8,-36,101,-278,337
20.19167,-2,-34,99,-277,339
20.2,4,-34,97,-277,343
20.20833,11,-34,96,-277,347
20.21667,17,-35,94,-279,352
20.225,22,-34,94,-280,357
20.23333,29,-34,94,-280,362
20.24167,34,-34,94,-281,367
20.25,40,-34,93,-281,372
20.25833,45,-34,92,-280,377
20.26667,49,-34,92,-280,384
20.275,51,-34,91,-279,393
20.28333,53,-34,91,-279,408
20.29167,55,-33,93,-279,432
20.3,57,-31,94,-280,471
20.30833,58,-31,96,-281,529
20.31667,57,-31,98,-281,618
20.325,58,-31,101,-282,748
20.33333,59,-31,105,-283,932
20.34167,60,-31,110,-284,1187
20.35,62,-30,116,-283,1532
20.35833,65,-29,123,-283,1994
20.36667,68,-31,134,-284,2597
20.375,72,-31,146,-284,3368
20.38333,77,-30,159,-283,4335
20.39167,83,-29,176,-282,5525
20.4,90,-29,197,-282,6960
20.40833,98,-28,222,-283,8658
20.41667,108,-27,251,-283,10622
20.425,120,-26,283,-283,12843
20.43333,134,-25,319,-284,15298
20.44167,151,-24,362,-285,17945
20.45,172,-22,410,-286,20719
20.45833,197,-21,466,-286,23543
20.46667,225,-20,528,-286,26325
20.475,259,-19,598,-285,28962
20.48333,298,-17,673,-286,31347
20.49167,341,-16,754,-285,33382
20.5,390,-16,841,-285,34983
20.50833,443,-17,930,-285,36082
20.51667,499,-17,1023,-286,36639
20.525,556,-19,1119,-286,36646
20.53333,613,-20,1212,-286,36121
20.54167,669,-20,1304,-285,35107
20.55,721,-20,1391,-284,33675
20.55833,768,-20,1472,-284,31909
20.56667,807,-22,1544,-283,29902
20.575,837,-23,1606,-283,27747
20.58333,858,-24,1654,-283,25533
20.59167,870,-23,1688,-283,23339
20.6,873,-23,1710,-285,21228
20.60833,868,-22,1719,-286,19244
20.61667,856,-22,1713,-286,17422
20.625,836,-21,1693,-284,15774
20.63333,811,-22,1659,-284,14306
20.64167,782,-23,1615,-284,13009
20.65,749,-23,1562,-284,11870
20.65833,713,-24,1500,-285,10872
20.66667,678,-23,1433,-284,9995
20.675,643,-24,1361,-284,9222
20.68333,610,-24,1285,-284,8534
20.69167,578,-24,1207,-284,7915
20.7,547,-24,1128,-284,7352
20.70833,519,-26,1052,-284,6836
20.71667,492,-26,978,-284,6357
20.725,466,-26,907,-284,5910
20.73333,442,-25,838,-284,5492
20.74167,420,-24,774,-284,5097
20.75,398,-26,712,-285,4725
20.75833,377,-26,654,-286,4373
20.76667,357,-26,600,-285,4042
20.775,338,-25,549,-285,3735
20.78333,320,-23,503,-285,3451
20.79167,302,-22,460,-285,3188
20.8,285,-23,421,-284,2948
20.80833,270,-23,385,-285,2730
20.81667,254,-23,352,-286,2533
20.825,239,-23,321,-287,2355
20.83333,224,-25,292,-287,2197
20.84167,211,-25,267,-286,2056
20.85,198,-26,242,-285,1930
20.85833,186,-27,219,-286,1817
20.86667,175,-27,197,-286,1717
20.875,164,-28,177,-286,1623
20.88333,154,-27,158,-285,1535
20.89167,146,-27,141,-286,1451
20.9,138,-27,125,-287,1370
20.90833,132,-26,112,-287,1290
20.91667,127,-26,101,-287,1211
20.925,122,-26,90,-287,1134
20.93333,118,-26,80,-288,1061
20.94167,115,-27,72,-287,994
20.95,114,-27,64,-287,935
20.95833,113,-26,58,-288,885
20.96667,112,-26,51,-288,847
20.975,112,-25,44,-287,823
20.98333,111,-25,38,-287,815
20.99167,111,-25,33,-286,824
21,110,-25,29,-287,850
21.00833,109,-25,25,-286,894
21.01667,107,-25,21,-286,954
21.025,105,-25,17,-286,1029
21.03333,104,-24,14,-286,1117
21.04167,103,-24,11,-285,1214
21.05,101,-23,9,-286,1315
21.05833,99,-23,8,-286,1415
21.06667,97,-22,6,-287,1510
21.075,95,-21,4,-287,1598
21.08333,93,-20,1,-288,1673
21.09167,91,-19,0,-289,1733
21.1,92,-19,-1,-289,1777
21.10833,94,-18,-3,-289,1802
21.11667,97,-18,-3,-288,1810
21.125,101,-17,-3,-288,1803
21.13333,107,-16,-4,-288,1786
21.14167,115,-15,-5,-288,1764
21.15,126,-15,-6,-288,1744
21.15833,138,-15,-6,-288,1734
21.16667,154,-15,-7,-288,1740
21.175,170,-15,-7,-288,1769
21.18333,187,-16,-7,-287,1827
21.19167,204,-15,-7,-287,1919
21.2,221,-15,-7,-288,2047
21.20833,240,-15,-8,-288,2212
21.21667,256,-15,-9,-289,2415
21.225,271,-14,-9,-288,2652
21.23333,282,-14,-9,-287,2918
21.24167,290,-13,-9,-287,3209
21.25,295,-12,-10,-288,3520
21.25833,298,-11,-10,-289,3844
21.26667,297,-11,-10,-288,4175
21.275,291,-9,-11,-287,4506
21.28333,284,-7,-11,-287,4838
21.29167,274,-5,-11,-287,5169
21.3,261,-4,-11,-287,5499
21.30833,248,-4,-11,-287,5832
21.31667,235,-3,-12,-288,6169
21.325,220,-2,-12,-289,6515
21.33333,207,-1,-12,-289,6873
21.34167,194,0,-11,-289,7241
21.35,182,1,-11,-289,7617
21.35833,172,1,-11,-290,7992
21.36667,163,0,-12,-290,8358
21.375,155,-1,-11,-290,8698
21.38333,150,-1,-11,-290,8996
21.39167,146,-1,-11,-289,9236
21.4,142,-3,-12,-290,9400
21.40833,141,-5,-13,-291,9475
21.41667,140,-5,-13,-292,9452
21.425,140,-6,-14,-291,9327
21.43333,140,-7,-15,-290,9103
21.44167,142,-7,-15,-290,8789
21.45,146,-8,-15,-290,8394
21.45833,150,-8,-16,-290,7936
21.46667,155,-7,-16,-290,7432
21.475,161,-8,-16,-291,6901
21.48333,167,-9,-16,-293,6361
21.49167,174,-8,-17,-294,5829
21.5,181,-7,-19,-294,5319
21.50833,187,-6,-19,-293,4841
21.51667,195,-6,-19,-292,4401
21.525,204,-4,-19,-292,4005
21.53333,213,-1,-19,-292,3653
21.54167,222,2,-20,-292,3344
21.55,230,6,-21,-293,3074
21.55833,237,11,-22,-293,2836
21.56667,243,15,-23,-294,2628
21.575,250,19,-22,-293,2445
21.58333,256,22,-22,-292,2284
21.59167,262,26,-22,-292,2141
21.6,267,31,-22,-292,2013
21.60833,269,37,-21,-292,1895
21.61667,268,44,-21,-292,1787
21.625,264,53,-22,-292,1688
21.63333,258,61,-23,-293,1594
21.64167,249,66,-24,-292,1503
21.65,240,71,-24,-293,1415
21.65833,230,78,-24,-293,1330
21.66667,219,86,-24,-293,1247
21.675,206,95,-24,-293,1168
21.68333,193,104,-24,-292,1093
21.69167,180,112,-24,-291,1021
21.7,167,119,-24,-289,953
21.70833,156,124,-25,-289,887
21.71667,145,127,-26,-290,826
21.725,136,128,-26,-291,768
21.73333,131,128,-25,-293,713
21.74167,126,127,-24,-294,660
21.75,124,125,-25,-294,610
21.75833,124,120,-25,-293,562
21.76667,128,115,-26,-293,518
21.775,136,107,-26,-292,477
21.78333,148,101,-26,-292,437
21.79167,162,94,-24,-292,397
21.8,180,86,-23,-291,361
21.80833,201,78,-23,-290,327
21.81667,224,71,-23,-290,295
21.825,251,64,-25,-289,266
21.83333,279,59,-25,-289,240
21.84167,308,55,-25,-287,215
21.85,338,51,-25,-287,193
21.85833,368,48,-25,-287,173
21.86667,398,46,-24,-286,155
21.875,426,45,-24,-285,139
21.88333,451,43,-25,-282,125
21.89167,474,43,-25,-279,112
21.9,493,43,-25,-277,101
21.90833,507,42,-26,-275,93
21.91667,517,43,-26,-274,87
21.925,525,44,-26,-274,80
21.93333,530,46,-25,-275,73
21.94167,532,48,-25,-275,68
21.95,532,48,-25,-274,65
21.95833,529,49,-26,-273,63
21.96667,523,50,-26,-273,60
21.975,515,51,-25,-273,57
21.98333,505,52,-25,-275,53
21.99167,492,52,-25,-276,51
22,478,52,-25,-276,50
22.00833,462,52,-24,-276,50
22.01667,445,52,-23,-276,49
22.025,427,52,-24,-277,49
22.03333,410,52,-25,-278,50
22.04167,392,50,-26,-279,52
22.05,374,47,-25,-280,52
22.05833,356,45,-24,-280,55
22.06667,341,43,-23,-281,62
22.075,327,42,-22,-283,72
22.08333,314,40,-24,-284,86
22.09167,303,37,-25,-286,106
22.1,294,35,-25,-286,132
22.10833,286,33,-25,-286,166
22.11667,280,31,-25,-287,210
22.125,274,29,-25,-287,268
22.13333,270,25,-26,-287,341
22.14167,267,22,-27,-288,431
22.15,264,21,-27,-289,540
22.15833,262,20,-26,-290,672
22.16667,260,18,-25,-290,826
22.175,258,16,-25,-290,1005
22.18333,254,16,-25,-291,1205
22.19167,250,16,-26,-292,1427
22.2,245,16,-25,-292,1669
22.20833,241,16,-25,-291,1927
22.21667,236,17,-24,-290,2194
22.225,229,18,-25,-290,2463
22.23333,223,19,-25,-290,2726
22.24167,217,19,-25,-292,2974
22.25,211,20,-25,-292,3198
22.25833,204,21,-25,-292,3395
22.26667,198,24,-25,-291,3555
22.275,191,24,-24,-292,3673
